Cofounder/CEO	C-Team	Business Management
Comfort Advisor	Staff	Consulting
Commerce Head (USA)	Director	Business Management
Commercial Account Executive	Staff	Sales and Support
Commercial Director	Director	Sales and Support
Commercial Director - Europe and Asia at UpSellit | Conversion Enhancement Solutions	Director	Sales and Support
Commercial Manager	Manager	Finance and Administration
Commercial Operations Assistant	Staff	Operations
Commercial Operations Lead	Staff	Operations
Comms lead, Women@ LinkedIn EMEA	Staff	Business Management
Communications Intern	Staff	Marketing and Product
Communications Manager	Manager	Marketing and Product
Community Communications Lead	Staff	Marketing and Product
Community Director	Director	Business Management
Community Lead	Staff	Business Management
Community Management Program Lead	Staff	Business Management
Community Manager	Manager	Marketing and Product
Community, partnerships, and People	Staff	Business Management
Company Owner	C-Team	Business Management
Company Scout	Manager	Business Management
Company Secretary	Staff	Finance and Administration
Completion Superintendent - Consultant	Director	Education
Compliance Analyst	Staff	Risk, Safety, Compliance
Compliance Analyst IV - Marketing	Staff	Risk, Safety, Compliance
Compliance Associate	Staff	Risk, Safety, Compliance
Compliance Consultant	Staff	Risk, Safety, Compliance
Compliance Director	Director	Risk, Safety, Compliance
Compliance Expert	Staff	Risk, Safety, Compliance
Compliance Manager	Manager	Risk, Safety, Compliance
Compliance Monitoring Officer	Staff	Risk, Safety, Compliance
Computer Programmer	Staff	Engineering
Computer Services	Staff	Engineering
Computer Systems Analyst	Staff	Information Technology
Confidential - Big Project...stay tuned	Staff	Operations
Construction Estimator	Staff	Finance and Administration
Consultant	Staff	Consulting
Consultant & Advisor	Staff	Consulting
Consultant - Retention/CRM Marketing	Staff	Marketing and Product
Consultant of Digital and Ecommerce	Staff	Marketing and Product
Consultant seamstress	Staff	Consulting
Consultant, Digital Engagement	Staff	Marketing and Product
Consultant, Owner	C-Team	Business Management
Consultant: Marketing Strategy/Digital Transformation/Brand building/Growth Marketing	Staff	Marketing and Product
Consultant: e-Commerce & Digital Marketing	Staff	Finance and Administration
Consulting Director	Director	Consulting
Consulting Services: Social Media & Digital Marketing	Staff	Marketing and Product
Consulting Support Associate	Staff	Sales and Support
Consumer & Market Insights Director of Research Innovation	Director	Finance and Administration
Consumer & Market Insights Global Manager	Manager	Finance and Administration
Consumer & Market Intelligence - Applied Analytics	Staff	Finance and Administration
Consumer & Marketing Insights Manager	Manager	Finance and Administration
Consumer Engagement Center Brand Lead	Staff	Marketing and Product
Consumer Experience Program	Staff	Business Management
Consumer Insights	Staff	Marketing and Product
Consumer Insights Associate	Staff	Marketing and Product
Consumer Market Insights - Disruptive Innovation	Staff	Marketing and Product
Consumer Relations Coordinator	Staff	Sales and Support
Consumer UX Researcher	Staff	Engineering
Content Manager	Manager	Marketing and Product
Content Marketing Analyst	Staff	Marketing and Product
Content Marketing Coach	Staff	Marketing and Product
Content Marketing Manager	Manager	Marketing and Product
Content Marketing Strategist	Staff	Marketing and Product
Content Writer, SEO	Staff	Marketing and Product
Contract Marketing Director	Director	Marketing and Product
Contributing Editor	Staff	Marketing and Product
Contributor	Staff	Business Management
Controller	Director	Finance and Administration
Controller, Americas	Director	Finance and Administration
Controller, Digital Marketing	Director	Marketing and Product
Conversion Rate Product Manager/Owner - eShop & APP	C-Team	Marketing and Product
Coordenadora de logistica	Staff	Finance and Administration
Coordinator, Web Content	Staff	Marketing and Product
Copywriter, Web Creator, Performance Marketer	Staff	Marketing and Product
Core Contributor, Head of Accelerator	C-Team	Business Management
Core Team Lead	Staff	Engineering
Corporate & Commercial Counsel	Staff	Finance and Administration
Corporate Account Advisor	Staff	Sales and Support
Corporate Account Manager	Manager	Sales and Support
Corporate Affairs Specialist	Staff	Marketing and Product
Corporate Associate	Staff	Legal
Corporate Counsel	C-Team	Legal
Corporate Counsel, Corporate, Securities, M&A, Investments and Transactions	Staff	Legal
Corporate Director of Loyalty Marketing Operation and Customer Acquisition	Director	Marketing and Product
Corporate Finance Analyst	Staff	Finance and Administration
Corporate Marketing Manager	Manager	Marketing and Product
Corporate pilot	Staff	Operations
Cosmetologist	Staff	Operations
Cost Accountant	Staff	Finance and Administration
Council Member	Staff	Legal
Council Member; Independent Advisor; Consultant; Entreprenuer; CMO; Omni-channel Retail; Leader	Staff	Sales and Support
Country Brand Assistant	Staff	Marketing and Product
Country Manager Espa�a	Manager	Sales and Support
Country Operations Manager	Manager	Operations
Creative & Copy Director	Director	Marketing and Product
Creative & Marketing Director	Director	Marketing and Product
Creative Campaigner	Staff	Marketing and Product
Creative Content & Community Manager	Manager	Marketing and Product
Creative Director	Director	Marketing and Product
Creative Entrepreneur Coach + Consultant	Staff	Marketing and Product
Creative Manager	Manager	Marketing and Product
Creative Marketing Manager	Manager	Marketing and Product
Creative Services Manager	Manager	Sales and Support
Creator	Staff	Healthcare
Credentialing and Contracting Manager	Manager	Business Management
Cross Channel Media Director	Director	Marketing and Product
Crossfit Trainer	Staff	Human Resources
Cruise Director	Director	Business Management
Currently seeking a UX Designer or Product Designer position	Staff	Engineering
Customer Acquisition Manager	Manager	Sales and Support
Customer Acquisition Marketing Manager	Manager	Marketing and Product
Customer Audience Manager	Manager	Sales and Support
Customer Care Manager	Manager	Sales and Support
Customer Care Specialist	Staff	Sales and Support
Customer Engagement and Marketing Strategist	Staff	Sales and Support
Customer Experience	Staff	Sales and Support
Customer Experience Agent- Creating a Project and Points	Staff	Sales and Support
Customer Experience Associate	Staff	Sales and Support
Customer Experience Manager	Manager	Sales and Support
Customer Experience Specialist	Staff	Sales and Support
Customer Happiness Executive	Staff	Sales and Support
Customer Insights Strategy & Operations Lead, Go to Market, gTech	Staff	Marketing and Product
Customer Insights and Marketing Strategist	Staff	Marketing and Product
Customer Marketing Manager	Manager	Sales and Support
Customer Operations	Staff	Sales and Support
Customer Operations Manager	Manager	Sales and Support
Customer Relationship Group Lead	Staff	Sales and Support
Customer Relationship Specialist Group Lead	Staff	Sales and Support
Customer Sales Operations Lead	Staff	Sales and Support
Customer Service Lead	Staff	Sales and Support
Customer Service Manager	Manager	Sales and Support
Customer Service Representative	Staff	Sales and Support
Customer Service Specialist	Staff	Sales and Support
Customer Service Supervisor	Staff	Sales and Support
Customer Solutions Manager	Manager	Sales and Support
Customer Strategy, Programs Manager	Manager	Sales and Support
Customer Success	Staff	Sales and Support
Customer Success Advocate	Staff	Sales and Support
Customer Success Engineer	Staff	Engineering
Customer Success Lead	Staff	Sales and Support
Customer Success Leader, Advisor, Designer	Staff	Sales and Support
Customer Success Manager	Manager	Sales and Support
Customer Success Manager at LeadSift, Fellow	Manager	Sales and Support
Customer Success Operations Manager	Manager	Sales and Support
Customer Success Operations and Scale	Staff	Sales and Support
Customer Support Manager	Manager	Sales and Support
Customer Support Representative	Staff	Sales and Support
Customer Support Specialist	Staff	Sales and Support
Customer Support Team Lead	Staff	Sales and Support
Customer and Operations Support Manager	Manager	Sales and Support
Customer relations manager	Manager	Sales and Support
Cyber Security and GRC Manager	Manager	Information Technology
Cycling Instructor	Staff	Human Resources
DIRECTOR OF FINANCE	Director	Finance and Administration
DTC Marketing Director	Director	Marketing and Product
Dai Biao Qu Di Yi CEO	C-Team	Business Management
Dance Instructor	Staff	Human Resources
Data & Analytics	Staff	Engineering
Data & Ecommerce Consultant	Staff	Engineering
Data Analysis Manager	Manager	Engineering
Data Analyst	Staff	Information Technology
Data Analyst II	Staff	Information Technology
Data Analytics Manager	Manager	Information Technology
Data Analytics Manager, Demand Generation	Manager	Marketing and Product
Data Analytics Senior Manager	Manager	Information Technology
Data Architect	Staff	Information Technology
Data Eng Contractor	Staff	Engineering
Data Engineer	Staff	Information Technology
Data Engineer projects	Staff	Information Technology
Data Engineering Manager	Staff	Information Technology
Data Engineering Manager, Data Platform	Staff	Engineering
Data Engineering Team Lead	Staff	Engineering
Data Lead	Staff	Engineering
Data QA Engineer	Staff	Engineering
Data Science & Product, Airbnb Plus	Staff	Engineering
Data Science & Strategy Manager	Manager	Engineering
Data Science Manager	Manager	Information Technology
Data Scientist	Staff	Information Technology
Data Scientist / Trust & Safety Consultant	Staff	Information Technology
Data analyst	Staff	Information Technology
Data, Strategy & Ops	Staff	Engineering
Delivery & Operations Director	Director	Operations
Demand Generation Marketer	Staff	Marketing and Product
Demand Planner	Staff	Marketing and Product
Dental Territory Manager	Manager	Healthcare
Deputy Director of Outreach	Director	Marketing and Product
Design & Branding	Staff	Engineering
Design Operations Manager	Manager	Operations
Designer	Staff	Engineering
Desktop & Mobile Applications Product Manager	Manager	Information Technology
Destination Manager	Manager	Operations
Deux-Trente	Staff	Business Management
DevOps	Staff	Engineering
Developer	Staff	Engineering
Developer, CRM	Staff	Engineering
Development Associate, Individual Philanthropy	Staff	Business Management
Development Board Member	C-Team	Business Management
Development Team Leader	Manager	Business Management
Development team leader	Manager	Business Management
Développeur web freelance	Staff	Engineering
Dietary Service Aide	Staff	Sales and Support
Dietetic Intern	Staff	Finance and Administration
Digital & E-Commerce Manager	Manager	Marketing and Product
Digital & Growth Marketing Associate	Staff	Marketing and Product
Digital & Mass Media Marketing Manager	Manager	Marketing and Product
Digital Account Director	Director	Sales and Support
Digital Account Executive	Staff	Sales and Support
Digital Acquisition	Staff	Finance and Administration
Digital Acquisition Director	Director	Business Management
Digital Acquisition Lead	Staff	Finance and Administration
Digital Acquisition Manager	Manager	Marketing and Product
Digital Ad Manager & Marketing Strategist	Manager	Marketing and Product
Digital Affiliates Marketing Manager, EMEA	Manager	Marketing and Product
Digital Analyst	Staff	Marketing and Product
Digital Analytics Consultant	Staff	Engineering
